Sentence,Count,Found Phrases,NumWords,ChangedWords,ChangedWordsPercentage
"— Це ти, Аристиде",2,це|ти,4,2,50.0
Її очі жевріли радістю..,2,очі|її,4,2,50.0
А де це ти так розігнався?,3,ти|так|це,6,3,50.0
"Не може ж бути, щоб всі в'язні так-таки  одноразово готувалися на етап чи нарсуд",7,щоб|таки|може|бути|чи|не може|так,14,7,50.0
"Може, він застрілиться сам",2,може|він,4,2,50.0
"Останній розбитий, але ще не подоланий",3,ще|останній|але,6,3,50.0
"— Ні, це я",2,я|це,4,2,50.0
"Що він тут шукає, ваш сокрушитель",3,що|він|тут,6,3,50.0
Це нещасне хлоп'я загине,2,це|я,4,2,50.0
"— Пан гебітскомісар цікавиться, як це вдалося мідійцям",4,це|пан|як|вдалося,8,4,50.0
Всі просять описати обід,2,обід|просять,4,2,50.0
"Це могло б заспокоїти, але гримнув він так несподівано, що мене кольнуло під бік",7,але|це|так|несподівано|що|заспокоїти|він,14,7,50.0
"А тепер назад, Прокопе",2,тепер|назад,4,2,50.0
"Я самісінький у цілому місті, і сьогодні мені так, ніби я тут перший день",7,сьогодні|тут|так|мені|ніби|я|день,14,7,50.0
"к теплого, смачного полум'я..",2,я|полум'я,4,2,50.0
— Вона й не може нині бути підмогою,4,не може|може|вона|бути,8,4,50.0
Він криво посміхнувся й тихо вийшов,3,вийшов|він|тихо,6,3,50.0
Насправді до весни далеко..,2,до|далеко,4,2,50.0
Проте я його біографію знаю досконало..,3,його|проте|я,6,3,50.0
Десь саме та пора,2,саме|пора,4,2,50.0
Так вони протистояли смерті,2,так|вони,4,2,50.0
"В інших селах, знаєте, що діється",3,діється|інших|що,6,3,50.0
"Вона була років на три–чотири старша від Бартя, але трималася з ним як рівня",7,але|рівня|чотири|вона|як|від|три,14,7,50.0
"Йому хочеться назад до камери, туди, до товаришів недолі, в той сморід і бруд",7,йому|назад|до|сморід|бруд|той|хочеться,14,7,50.0
Що ж йому робити?,2,йому|що,4,2,50.0
В льоху кипить робота..,2,кипить|робота,4,2,50.0
За сей час устигнеш далеко від'їхати..,3,далеко|час|від,6,3,50.0
"А я не спитав, хоч ішли тоді поряд: ""Скажіть мені, тату, чому так говорять?""",7,говорять|тоді|мені|чому|тату|я|так,14,7,50.0
"Геройське діло не кожен зробить і за це, від'їжджаючи, я хочу для годиться випити..",7,кожен|хочу|це|від|випити|діло|я,14,7,50.0
"— Як було: кукурудзу, а до неї чечевицю",4,до|неї|як|до неї,8,4,50.0
Так мусимо чекати ми у вихідний момент бою,4,чекати|так|ми|момент,8,4,50.0
"ТАЄМНИЦЯ ЗВИЧАЙНОГО СЛОВА   Я запитую учнів, чом рослина будяк, красень гордий колючий, називається так",7,називається|гордий|будяк|я|так|красень|рослина,14,7,50.0
Він здібний і міцний,2,міцний|він,4,2,50.0
Він розмовляє з батьком,2,розмовляє|він,4,2,50.0
Це —   (Дужки)   ЧИ ВАЖКО РОЗГАДАТЬ,3,важко|чи|це,6,3,50.0
"Як атрибут він, може, й застарів",3,він|може|як,6,3,50.0
"Він був дуже милий, веселий, ласкавий",3,веселий|дуже|він,6,3,50.0
"Він чує, як військо гомонить позад його тривожно",4,військо|його|як|він,8,4,50.0
Я став біля лави на коліна,3,коліна|біля|я,6,3,50.0
— Хіба це я,2,це|я,4,2,50.0
Але й туди тягне,2,тягне|але,4,2,50.0
— Хто почне сіяти,2,почне|хто,4,2,50.0
"Але я собі думаю, ну чому мені такому товаришеві своєму, як Горобенкові, не показати..",7,мені|як|чому|думаю|я|але|показати,14,7,50.0
"Ні, зовсім не те",2,зовсім|те,4,2,50.0
"Але на це потайне міркування, що ледве чутно торкнулось його голови, душа йому заскміла ще голосніше",8,його|але|ще|душа|йому|ледве|це|що,16,8,50.0
Я вийшов на поріг,2,я|вийшов,4,2,50.0
"Навіщо ж він тоді цілий місяць ганяв по місту, як хорт, щоб потім раптом стало непотрібно",8,раптом|місяць|як|щоб|він|потім|тоді|навіщо,16,8,50.0
"Отже, Микола на місці",2,микола|отже,4,2,50.0
"Це був відрух відчаю, породжений вірою в щось, що може його від мук врятувати..",7,його|врятувати|від|може|це|щось|що,14,7,50.0
"Степан Радченко,— відповів він",2,степан|він,4,2,50.0
"Далі буде: ""Чи є у вас скумбрія зелена?""",4,зелена|далі|є|чи,8,4,50.0
"Він думав зовсім не про те, на що чекав офіцер, він думав про різне",7,офіцер|що|різне|думав|зовсім|те|він,14,7,50.0
"Справ було, як на те, сила",3,як|те|сила,6,3,50.0
Той погляд нічого доброго не віщував,3,той|погляд|нічого,6,3,50.0
Й тільки важкий день понеділок трохи бентежив їх,4,тільки|трохи|понеділок|день,8,4,50.0
Я ліг і тут же заснув,3,тут|я|тут же,6,3,50.0
Але вони не прийшли…,2,вони|але,4,2,50.0
"— Нічого, — відповів Андрій байдуже",3,байдуже|андрій|нічого,6,3,50.0
"Через це Донцева ""душа в п'ятах""",3,це|душа|через,6,3,50.0
"І тоді стало до смішного ясно: вони ""слухають""",4,ясно|до|вони|тоді,8,4,50.0
"— Здається, я заїхав дишлом у чужий тин,— зітхнув Криж нагорі.— Навіщо це мені",7,я|мені|тин|чужий|це|здається|навіщо,14,7,50.0
"Будеш думати про те, про що тебе питали тут, а ти не хотів говорити",7,тут|тебе|що|ти|говорити|те|думати,14,7,50.0
"Могли б уже йти до хати, але Мальва є Мальва",5,йти|до хати|але|до|є,10,5,50.0
"Але Андрій не побачив, що там далі за ними було",5,там|але|андрій|що|далі,10,5,50.0
Тоді вже тільки слухай,2,тільки|тоді,4,2,50.0
Доля справді посміхалась хлопцеві,2,справді|доля,4,2,50.0
Нарешті вікно тихо проскрипіло,2,тихо|вікно,4,2,50.0
"І не один Журба…""",2,журба|один,4,2,50.0
Сімдесят один день пролежали червоні головки на полицях,4,один|червоні|день|сімдесят,8,4,50.0
"— О боже, який великий пан",3,пан|великий|о,6,3,50.0
А тоді вже викинути її на фізичний смітник,4,тоді|смітник|її|викинути,8,4,50.0
Не те його печалило,2,його|те,4,2,50.0
"— Тебе хотять вбити того, що ти комуніст",4,ти|вбити|що|тебе,8,4,50.0
"Нас далеке чути, нас далеко видно",3,далеко|видно|чути,6,3,50.0
"— Шкода, що ви трохи спізнились,— сказав той",4,шкода|трохи|той|що,8,4,50.0
"Блідо горить ліхтар, він зблід, як жінка після пристрасної ночі",5,як|ліхтар|після|жінка|він,10,5,50.0
Чути шум і рокіт,2,шум|чути,4,2,50.0
На світі дуже багато людей вивчало родовід сімей,4,родовід|дуже|багато|багато людей,8,4,50.0
"Далі, далі, далі від цього місця",3,від|цього|далі,6,3,50.0
"Григорій здивувався, побачивши, як вони відмінилися",3,як|вони|григорій,6,3,50.0
"— загукав він.— Може, ще встигнете!""",3,ще|може|він,6,3,50.0
"Ось дивіться: корок, біб, око, Кирик, зараз, піп..",4,зараз|ось|корок|біб,8,4,50.0
"То тільки, тільки людина",2,людина|тільки,4,2,50.0
"""Народ тут непевний, ми ходимо по вістрю ножа",4,непевний|народ|тут|ми,8,4,50.0
Але ми завжди зможемо дійти згоди,3,але|ми|завжди,6,3,50.0
"Невже вони думають, що я не розумію, до чого це",5,до|це|я|що|вони,10,5,50.0
— А це хто,2,хто|це,4,2,50.0
Тут це не положено,2,тут|це,4,2,50.0
— Я цілком серйозно,2,цілком|я,4,2,50.0
"Голова людини притулилася до дерева, і довге волосся розчісує вода",5,довге волосся|до|вода|голова|волосся,10,5,50.0
На тому перша телеграфна розмова урвалась,3,перша|розмова|тому,6,3,50.0
"— Родич, може, який",2,родич|може,4,2,50.0
Два — може бути,2,може|бути,4,2,50.0
— Про що саме,2,саме|що,4,2,50.0
"""Правдивий сон, як означив його Роман",3,його|як|роман,6,3,50.0
"Йому, мабуть, особливо нудно",2,йому|мабуть,4,2,50.0
Чи не збожеволів він,2,він|чи,4,2,50.0
"Тепер є так звана ""режисерія фільму""",3,так|тепер|є,6,3,50.0
— До нас тут жили скіфи,3,жили|тут|до,6,3,50.0
"Так, як мати цілує сонну дитину",3,так|як|мати,6,3,50.0
"Отже, й любов ""знімається""",2,отже|любов,4,2,50.0
Ми наче наїлися дурману,2,наче|ми,4,2,50.0
Це був великий і войовничий народ,3,це|народ|великий,6,3,50.0
Він розплатився й вийшов,2,вийшов|він,4,2,50.0
"о не вдається зробити і якась пара щезне зовсім, то її місце заступає інша",7,пара|зовсім|її|місце|о|інша|якась,14,7,50.0
"Можеш вірити мені, що я нічого не замовчала",4,що|мені|я|нічого,8,4,50.0
Все навкруги було дивне й чуже,3,все|чуже|навкруги,6,3,50.0
"Поступово, помаленьку, але оберне",2,але|поступово,4,2,50.0
"Ліва щока палала, господар і досі реготав: — Чи, може-м, не так тебе вдарив",7,тебе|не так|так|чи|може|досі|господар,14,7,50.0
"— Не відаю, княже",2,не відаю|відаю,4,2,50.0
"Раптом в серці проблиснув короткий, але невмолимо сильний біль, і все навкруги зникло відразу",7,біль|все|сильний|навкруги|раптом|відразу|але,14,7,50.0
Шофер сів біля монтажниці,2,шофер|біля,4,2,50.0
"Він вилітає на гору і стає так, що ворог може бачити тільки його голову",7,він|може|його|так|бачити|що|тільки,14,7,50.0
"Йди собі, як ідеш",2,як|йди,4,2,50.0
"Що тоді стряслося, я й досі боюсь згадати",4,я|що|досі|тоді,8,4,50.0
— Ти щось хотів ще питати,3,ти|щось|ще,6,3,50.0
І що ж далі?.,2,що|далі,4,2,50.0
А я-м помислив так,2,я|так,4,2,50.0
"Мій лист, моє щастя теж прийде",3,щастя|лист|мій,6,3,50.0
"Мені не личить користатися прийомами романіста, щоб прив'язати увагу читача",5,щоб|не личить|мені|личить|прив'язати,10,5,50.0
Докиньте до мене Ваші пісенні тривоги,3,до|докиньте|до мене,6,3,50.0
"Хлопцям було шкода мотоцикля, але що ж, якщо він щез, то, значить, так треба",7,так|шкода|треба|якщо|що|але|він,14,7,50.0
"Про те й справді всі добре знали, й чи не найкраще — той-таки Горват",7,справді|чи|добре|найкраще|таки|те|той,14,7,50.0
— Чи можу я поставити ще одне запитання?.,4,я|одне|чи|ще,8,4,50.0
"Іде отаман по руїнах, мов тінь",3,мов|іде|отаман,6,3,50.0
"Цей тебе, Клавочко, роздавить",2,тебе|цей,4,2,50.0
"Сіріла кроква, як частина перекинутої шибениці",3,кроква|як|частина,6,3,50.0
З-за хмари вийшов місяць і тут же сховався,4,тут же|вийшов|тут|місяць,8,4,50.0
"Це як тая доля, що її й конем не об'їдеш",5,що|доля|як|це|її,10,5,50.0
Вже одне це викликало звичайно регіт,3,одне|це|звичайно,6,3,50.0
"— Я теж голодна,— призналась вона",3,голодна|вона|я,6,3,50.0
"Декотрі зовсім не підводили долоню, як Зінченків батько",4,батько|як|зовсім|декотрі,8,4,50.0
"Андрій розпитував та добре все запам'ятовував, сам ще не знаючи, для чого це йому",7,андрій|ще|це|все|йому|для чого|добре,14,7,50.0
"Чому б не поцікавитись, звідки м'ясо",3,чому|м'ясо|звідки,6,3,50.0
"— Ні, не так",2,не так|так,4,2,50.0
Але з ним треба якось ладнати,3,якось|треба|але,6,3,50.0
Все тіло динями об'їлося,2,тіло|все,4,2,50.0
Відсвяткуємо сьогодні ваше повернення,2,повернення|сьогодні,4,2,50.0
Інші ж куди там,2,інші|там,4,2,50.0
Ми не перешкоджали йому,2,йому|ми,4,2,50.0
Воно його гріє найбільше,2,найбільше|його,4,2,50.0
— Вже мені все одно помирати,3,все|помирати|мені,6,3,50.0
"Це відчуття було невисловне, але зцілюще",3,але|відчуття|це,6,3,50.0
І було йому добре..,2,йому|добре,4,2,50.0
Він ладен був побити Данька за його маловір'я,4,я|побити|він|його,8,4,50.0
А лука я відтоді не ношу,3,я|лука|відтоді,6,3,50.0
— згадалося раптом йому,2,раптом|йому,4,2,50.0
"— Так, один, Повсюдо",2,так|один,4,2,50.0
Та в тебе більше,2,більше|тебе,4,2,50.0
Тіло молодіє від тепла,2,від|тіло,4,2,50.0
Це теж логіка життя,2,це|життя,4,2,50.0
"Через брід справді переходило, не поспішаючи, якесь стовпище",4,стовпище|справді|якесь|через,8,4,50.0
У нього хворий шлунок,2,шлунок|хворий,4,2,50.0
— Хто це такий?.,2,хто|це,4,2,50.0
"— Уявляю: як обурився ""він"", що перебито смак..",4,смак|як|що|він,8,4,50.0
"Удар сонячний, що часом спричинює смерть",3,смерть|удар|що,6,3,50.0
"Найбільше цікавили його, звичайно, літературні угруповання",3,звичайно|його|найбільше,6,3,50.0
"6, два поверхи нижче, зовсім близько",3,зовсім|близько|нижче,6,3,50.0
"Ти, браток, як генерал",2,ти|як,4,2,50.0
Ось це вкупі і є все моє кредо,4,ось|це|все|є,8,4,50.0
Ця думка схвилювала його,2,ця|його,4,2,50.0
"Треба, щоб над землею було ще одне сонце",4,ще|одне|щоб|треба,8,4,50.0
Я щось не пригадую..,2,щось|я,4,2,50.0
Вибухнула навкруги нього спека,2,навкруги|спека,4,2,50.0
"— Чепуркуватий, мов дівка",2,дівка|мов,4,2,50.0
"— По дрова, певно",2,певно|дрова,4,2,50.0
І він так горів..,2,він|так,4,2,50.0
"— кинув він, утікаючи",2,він|кинув,4,2,50.0
34 34 До побачення,2,до|побачення,4,2,50.0
"— Що ти, Маринко",2,ти|що,4,2,50.0
Колись його підідрав вепр,2,колись|його,4,2,50.0
"Тепер, після багаття й покинутої шинелі, стало легше",4,після|тепер|легше|багаття,8,4,50.0
Але то так здавалося,2,але|так,4,2,50.0
"Вже починаю бачити: коли ж виліз, дивлюся і нічого не тямлю, мов сон якийсь",7,якийсь|виліз|нічого|коли ж|бачити|мов|дивлюся,14,7,50.0
"— Я вам скажу інше,— почала Марійка.— Народ таки протестує",5,таки|я|народ|інше|скажу,10,5,50.0
"Крізь зуби цідить він слова, говорить як попало",4,зуби|як|говорить|він,8,4,50.0
Йому пригадався Людота Коваль,2,коваль|йому,4,2,50.0
"Додому вони повертались повз школу, що стояла осторонь посеред поля",5,осторонь|вони|повз|що|додому,10,5,50.0
"Їм відомо, що є інша мета, крім особистої, є майбутнє, ради якого вони працюють",7,працюють|інша|є|вони|що|мета|майбутнє,14,7,50.0
В комуну чи додому,2,додому|чи,4,2,50.0
"Мені весело, що тут все-таки записано не весь карний кодекс, а лише шість пунктів",7,шість|тут|все|що|таки|карний|мені,14,7,50.0
Збомбило її до чорта,2,її|до,4,2,50.0
Але ж хто тоді очолює підпілля,3,але|хто|тоді,6,3,50.0
Але що з того?.,2,що|але,4,2,50.0
Можна прожити деякий час,2,час|деякий,4,2,50.0
"Заплющивши очі (бо вони тут були йому ні до чого), Андрій сидів і думав",7,йому|тут|до|думав|андрій|очі|вони,14,7,50.0
А тепер до діла,2,до|тепер,4,2,50.0
— Якось я повіз до млина,3,якось|я|до,6,3,50.0
То є плем'я Сіркове,2,є|я,4,2,50.0
"— А бери, синку",2,бери|синку,4,2,50.0
"О, скільки їх було",2,о|скільки,4,2,50.0
Он Пріся мене знає…,2,знає|он,4,2,50.0
Свій чоловік той Блюхер,2,чоловік|той,4,2,50.0
Он діти що пророкують?..— І замовк,3,он|що|діти,6,3,50.0
Натовп завмер від захоплення,2,від|натовп,4,2,50.0
Це було півроку тому,2,тому|це,4,2,50.0
Діло наче й просте,2,наче|діло,4,2,50.0
— Ти думаєш — я злодій,3,ти|злодій|я,6,3,50.0
Ось це моє кредо,2,ось|це,4,2,50.0
"Рідна земля, рідні люди",2,земля|рідна,4,2,50.0
Ця вечеря була о 6-й годині,3,ця|о|вечеря,6,3,50.0
"Вірите мені, що я не можу",3,що|мені|я,6,3,50.0
От ти ще заполітикуєш,2,ще|ти,4,2,50.0
Викрикував лише він один,2,один|він,4,2,50.0
— В сміливих щастя завжди є!.,3,є|щастя|завжди,6,3,50.0
На тому боці відбувалося те саме,3,саме|тому|те,6,3,50.0
— Я слухаю радіо..,2,радіо|я,4,2,50.0
"А можливо, опинився хто-небудь  поблизу як свідок; або один з тих божевільців чутку виніс..",7,один|поблизу|свідок|як|можливо|або|хто,14,7,50.0
Це все порядні люди..,2,все|це,4,2,50.0
"А як ми доведемо, що ви таки переходили",4,ми|як|що|таки,8,4,50.0
Через подвір'я біг струмінь із гірського холодного джерела,4,подвір'я|джерела|я|через,8,4,50.0
Хто відступає — кара,2,кара|хто,4,2,50.0
"Будь ласка, що цікавить",2,ласка|що,4,2,50.0
Проте герой іншої думки,2,думки|проте,4,2,50.0
"Поки Годой міркував, Богдан заговорив про геть інше",4,геть|інше|богдан|поки,8,4,50.0
"Мені здається навіть, що до людини не можна так прилюбитись, як до мертвої речі",7,не можна|до|так|як|мені|що|здається,14,7,50.0
"Добре, що не потовкло",2,добре|що,4,2,50.0
— Ти — як римо-католицький священик,3,як|священик|ти,6,3,50.0
"Ось через те вони утікають, ті сотні тисяч нещасних людей",5,ті|через|вони|те|ось,10,5,50.0
"Тоді Богдан сказав йому: ""Великий князь не належиться до себе, але до великокнязівського столу""",7,належиться|до|йому|богдан|великий|тоді|але,14,7,50.0
"""Ні, все це логічно""",2,все|це,4,2,50.0
"Мокрий, він крижанів, дубів, робився цупким, як дерев'яний",4,мокрий|він|як|дерев'яний,8,4,50.0
— Я ж кажу..,2,кажу|я,4,2,50.0
Полковник завжди думав про нього одне й те саме: йому анітрохи не можна довіряти,7,йому|саме|думав|завжди|одне|те|не можна,14,7,50.0
"— Ти що, Мальво",2,ти|що,4,2,50.0
"Ці думки переплутались і, як дрантя, звисали долу",4,ці|дрантя|як|думки,8,4,50.0
"Хороший він чоловік, їй-бо",2,чоловік|він,4,2,50.0
Богданове підморгування мені набридло,2,мені|набридло,4,2,50.0
"Вітер твердий, як гума",2,як|вітер,4,2,50.0
І зараз вам немає потреби те саме повторювати,4,саме|немає|зараз|те,8,4,50.0
Його місце заступив Великін,2,місце|його,4,2,50.0
"— Відказав зрікатися, хто звелів йому вбити тебе",4,тебе|хто|йому|вбити,8,4,50.0
Цієї ночі я не спав зовсім,3,зовсім|я|цієї ночі,6,3,50.0
"Ні, в ім'я злоби",2,я|ім'я,4,2,50.0
Ви тут скажете все,2,тут|все,4,2,50.0
"Я кажу: ""Та візьму…""",2,я|кажу,4,2,50.0
"Це-бо була ціла держава, а він її президент",4,він|президент|це|її,8,4,50.0
Ти цього не бачила,2,ти|цього,4,2,50.0
Бо все так сприкрилося,2,все|так,4,2,50.0
Проте він сміявся і розповідав анекдоти,3,проте|він|сміявся,6,3,50.0
"Петро теж побував там, між людьми",3,між|петро|там,6,3,50.0
— Інакше це не можна назвати,3,не можна|це|інакше,6,3,50.0
"Але досить зрозуміти,— як він це, наприклад, робить,— їхню істоту, щоб вони перестали турбувати",7,щоб|досить|як|але|вони|це|він,14,7,50.0
"Правдою буде те, що я тобі тут начеплю",4,я|тут|що|те,8,4,50.0
Через десять минут коцну,2,десять|через,4,2,50.0
"Він нічого, не розповідав",2,нічого|він,4,2,50.0
"Здається, маєте багато нагод",2,багато|здається,4,2,50.0
"Так, ні в що..",2,що|так,4,2,50.0
"Підбадьорював та й тій сатані нагадував, що він ось тут, доганяє, як сама смерть",7,що|як|ось тут|тут|ось|смерть|він,14,7,50.0
"Вони тут обидва, і слідство може їх покликати",4,може|покликати|вони|тут,8,4,50.0
Але й цих досить..,2,досить|але,4,2,50.0
Для дрібниць ми ще справді зовсім не влаштовані,4,ми|ще|зовсім|справді,8,4,50.0
"— Залежно від того, як повернеться",3,повернеться|від|як,6,3,50.0
"Завтра, через тиждень, через два — однаково це треба пережити",5,через|пережити|завтра|треба|це,10,5,50.0
"— закричав той, що біля зенітки",3,що|той|біля,6,3,50.0
Вулиця мокра від роси,2,від|вулиця,4,2,50.0
"Варіант: ""нечистяка чи собака?""",2,чи|собака,4,2,50.0
А сам він потай надіявся ще на більше,4,більше|ще|він|надіявся,8,4,50.0
один на всю камеру!),2,всю|один,4,2,50.0
"Ні, брат, саме до ворогів пролетарського походження ми є найбільше безпощадні, як до зрадників..",7,ми|найбільше|до|як|саме|походження|є,14,7,50.0
"Ми будемо дивитися, дивитися..",2,дивитися|ми,4,2,50.0
Але його не кликали,2,але|його,4,2,50.0
Я її зроблю такою..,2,її|я,4,2,50.0
Це була інша женщина,2,це|інша,4,2,50.0
Але що за чортівня,2,що|але,4,2,50.0
"Знав, що вона там не одна, а зі своїм поетом…",5,вона|що|там|не одна|одна,10,5,50.0
"Він мусив знімати все, що знайде навкруги події",4,навкруги|що|все|він,8,4,50.0
Як там твоя майстерня,2,там|як,4,2,50.0
— А що думати,2,думати|що,4,2,50.0
Ось він тут увесь геній епохи,3,ось|він|тут,6,3,50.0
— Хто він такий,2,хто|він,4,2,50.0
Хоче знать: що здатний ти утнути,3,ти|здатний|що,6,3,50.0
"— Ми тут не довго,— мовила вона, запинаючись,— а, здається, що минуло багато днів",7,"що|вона|здається|тут|здається, що|ми|багато",14,7,50.0
І як це сюди,2,як|це,4,2,50.0
— Чого мені там,2,мені|там,4,2,50.0
"Тяжко йому було промовляти, але щоб підбадьорити живих він мусив щось сказати про мертвих",7,щось|тяжко|щоб|йому|сказати|але|він,14,7,50.0
"Ось вона, квінтесенція епохи",2,ось|вона,4,2,50.0
"— Так, у те саме Княже",3,саме|так|те,6,3,50.0
Скажеш це саме словами — не так пройме,4,не так|саме|це|так,8,4,50.0
"Значить, і господар тут",2,господар|тут,4,2,50.0
"А ще кажуть, що худобина не має розуму",4,що|ще|худобина|кажуть,8,4,50.0
Є тільки крайні лінії,2,тільки|є,4,2,50.0
"""Ну, що я казав?""",2,я|що,4,2,50.0
Він і сам це чудово розумів,3,чудово|це|він,6,3,50.0
Що це за слово,2,це|що,4,2,50.0
"""Я не сподівалась, що ви до мене напишете",4,я|до мене|до|що,8,4,50.0
— Очі її забігали,2,її|очі,4,2,50.0
— Тут все зафіксовано,2,тут|все,4,2,50.0
"Домірель розчулився, ось–ось заплаче",2,заплаче|ось,4,2,50.0
"А ми кажемо, що це ми",3,ми|це|що,6,3,50.0
Тут начальство й варта прийшли трохи до пам'яти,4,трохи|тут|до|варта,8,4,50.0
— Скільки тут дерева треба увігнати,3,скільки|тут|треба,6,3,50.0
"Але він, не обертаючись, ішов далі",3,далі|але|він,6,3,50.0
Ця жінка справді — з казки,3,ця|справді|жінка,6,3,50.0
— Це ж як,2,як|це,4,2,50.0
"Ясно, їй незручно вертатись без зброї",3,незручно|без|ясно,6,3,50.0
Але скоро місяць сховався і той вигляд погас,4,той|скоро|місяць|але,8,4,50.0
Я налічив тоді таких одинадцять записок,3,тоді|я|одинадцять,6,3,50.0
В камері є газета..,2,газета|є,4,2,50.0
"Але і в смітті може бути ""перлове зерно""",4,але|може|зерно|бути,8,4,50.0
— А ми тебе не продавати-ймемо,3,тебе|ми|продавати,6,3,50.0
"Так, йому бракувало чогось",2,так|йому,4,2,50.0
Він був цілком безлюдний,2,цілком|він,4,2,50.0
А там уже якось легше буде,3,якось|легше|там,6,3,50.0
Усе на секретарські плечі,2,плечі|усе,4,2,50.0
"Вікно я зробив собі, як ілюмінатор",3,як|я|вікно,6,3,50.0
Так вони й грали,2,так|вони,4,2,50.0
"Вони зайшли обережно, мов чекаючи пастки",3,мов|вони|обережно,6,3,50.0
"На один день, тільки не зараз, не зараз",4,тільки|зараз|один|день,8,4,50.0
Решту ти потім скажеш,2,потім|ти,4,2,50.0
"— Було багато таких, як ми, і здебільшого вони повмирали: і діти, і батьки",7,батьки|як|здебільшого|ми|вони|багато|діти,14,7,50.0
"Тих, що сидять вже",2,що|сидять,4,2,50.0
Отже — я слухаю,2,я|отже,4,2,50.0
Найважливіше починалося тільки тепер,2,тепер|тільки,4,2,50.0
Нам багато не треба — лишень показати трохи тої волі,5,треба|лишень|показати|трохи|багато,10,5,50.0
Вони сидять у норі,2,вони|сидять,4,2,50.0
— На що саме,2,саме|що,4,2,50.0
"Яка ця хата мовами багата, ще й славна розмаїтістю імен",5,ця|багата|яка|ще|хата,10,5,50.0
Досі він не втрачав ясности думки,3,досі|він|думки,6,3,50.0
Он у Рубана як,2,он|як,4,2,50.0
"Я люблю, як малюють",2,я|як,4,2,50.0
Глянути б в чортячі його очі,3,глянути|його|очі,6,3,50.0
"Запал так само нагло, як прийшов, минув геть",4,так само|так|геть|як,8,4,50.0
Вона відсахнулась до стіни,2,до|вона,4,2,50.0
Досі йому тільки не хотілося вмирати,3,досі|йому|тільки,6,3,50.0
Але не про те мова йде,3,мова|але|те,6,3,50.0
Остюкові це була новина,2,це|новина,4,2,50.0
"Той проклятий, знайомий до зануди спів суне ближче й ближче",5,знайомий|до|той|проклятий|ближче,10,5,50.0
Мить Григорій стояв нерухомо,2,мить|григорій,4,2,50.0
Але де ж він,2,але|він,4,2,50.0
Яка різниця між діянням цих отрут,3,між|яка|різниця,6,3,50.0
"Гапочка посувається, звільняє місце, щоб вона могла присісти",4,щоб|місце|вона|присісти,8,4,50.0
Це ж його синок!.,2,це|його,4,2,50.0
"Я, звичайно, чекав від нього цього холодку, але кортіло пересвідчитись",5,звичайно|від|але|я|цього,10,5,50.0
Тут і подзвонив телефон,2,телефон|тут,4,2,50.0
Та це ж син,2,це|син,4,2,50.0
"А Джура, Петро Джура",2,петро|джура,4,2,50.0
А зараз дуже поспішаю,2,зараз|дуже,4,2,50.0
Аж тут щось як не виломиться з кущів..,4,тут|щось|як|аж,8,4,50.0
"За що вона сидить?""",2,вона|що,4,2,50.0
Це зовсім не героїзм,2,це|зовсім,4,2,50.0
"Коні мишасті, упряж дорога…",2,коні|дорога,4,2,50.0
"Ба, втікає навіть щось більше, ніж саме життя, після отого — ""Бог с табой!..""",7,бог|саме|ніж|щось|після|більше|життя,14,7,50.0
Батарея била без угаву,2,батарея|без,4,2,50.0
"Чи ти, зозуленько, Моє горе чуєш",3,ти|горе|чи,6,3,50.0
Але голос у вас все-таки тремтить,3,але|все|таки,6,3,50.0
"— Кажуть, ти мастак до неї,— догідливе посміхнувся він і закохано поглянув на бутель",7,неї|він|бутель|до неї|кажуть|ти|до,14,7,50.0
Потім всіх придавить один,2,потім|один,4,2,50.0
"І час не той, і ти не такий",4,ти|час|не такий|той,8,4,50.0
"Іде, іде і вже до приятеля близько йому",4,іде|до|близько|йому,8,4,50.0
"Так я тебе навчу культури, душа твоя лягава!.",4,так|душа|тебе|я,8,4,50.0
"Ну, як би це тобі сказати..",3,сказати|як|це,6,3,50.0
"А вже, як я буду далеко звідси, — тоді ти про все розкажеш своїм..",7,ти|як|звідси|я|все|далеко|тоді,14,7,50.0
"Нас витолочено, це так",2,так|це,4,2,50.0
"— Так ось, прошу",2,ось|так,4,2,50.0
Як гарно звучить саме слово: ротний!.,3,гарно|як|саме,6,3,50.0
Три мільйони шістсот двадцять вісім тисяч вісімсот секунд,4,мільйони|двадцять|три|шістсот,8,4,50.0
"А може б, звести все до якогось мінімуму?.",4,може|все|до|а може,8,4,50.0
Компанія збирається завсіди вишукана,2,збирається|завсіди,4,2,50.0
— Як для чого,2,як|для чого,4,2,50.0
Вони тільки бруднили берег,2,тільки|вони,4,2,50.0
І що таке смерть,2,смерть|що,4,2,50.0
Що ж він несе,2,що|він,4,2,50.0
"— А я, грішним ділом, думав це саме про тебе",5,я|саме|це|тебе|думав,10,5,50.0
"Це свята правда, і колись ви дякуватимете, що я відкрив вам на неї очі",7,це|на неї|неї|очі|я|колись|що,14,7,50.0
Вдень так само наглядачі часто змінюються,3,часто|так само|так,6,3,50.0
— Це безнадійна справа,2,справа|це,4,2,50.0
Одне одного вони вже досить знають,3,досить|вони|одне,6,3,50.0
їхали ми дуже помалу,2,ми|дуже,4,2,50.0
Горобенко його не знає,2,знає|його,4,2,50.0
Те все видавалося сном,2,те|все,4,2,50.0
Бо інакше годі було вдертися до його нутра,4,до|годі|його|інакше,8,4,50.0
